   5.0000000e-02   6.1706615e+00   3.7721899e+00  -3.7723334e+00  -6.1710161e+00
   1.0000000e-01   1.9881993e+00   1.4004104e+00  -1.4005796e+00  -1.9885533e+00
   1.5000000e-01   3.4101700e-01   2.9200362e-01  -2.9221905e-01  -3.4131912e-01
   2.0000000e-01   1.4895285e+00   1.0058725e+00  -1.0063219e+00  -1.4895657e+00
   2.5000000e-01   1.0649424e+00   8.5873640e-01  -8.5894518e-01  -1.0651631e+00
   3.0000000e-01   1.4353388e-01   1.0941000e-01  -1.1206864e-01  -1.4123921e-01
   3.5000000e-01   2.4919846e+00  -5.6195900e-01   5.8888017e-01  -2.5192176e+00
   4.0000000e-01   9.1157112e+00   3.7867138e+00  -3.7664066e+00  -9.1362836e+00
   4.5000000e-01   1.5907534e+01   7.8089332e+00  -7.7906437e+00  -1.5926035e+01
   5.0000000e-01   2.1849625e+01   1.1360667e+01  -1.1344114e+01  -2.1866334e+01
   5.5000000e-01   2.6659242e+01   1.4261180e+01  -1.4246114e+01  -2.6674419e+01
   6.0000000e-01   3.0133003e+01   1.6401448e+01  -1.6387634e+01  -3.0146902e+01
   6.5000000e-01   3.1922481e+01   1.7620322e+01  -1.7607570e+01  -3.1935309e+01
   7.0000000e-01   3.1483176e+01   1.7708363e+01  -1.7696521e+01  -3.1495088e+01
   7.5000000e-01   2.9349309e+01   1.6429738e+01  -1.6418685e+01  -2.9360429e+01
   8.0000000e-01   2.7620871e+01   1.5333054e+01  -1.5322693e+01  -2.7631300e+01
   8.5000000e-01   2.5988358e+01   1.4256957e+01  -1.4247206e+01  -2.5998181e+01
   9.0000000e-01   2.4497504e+01   1.3791633e+01  -1.3782423e+01  -2.4506786e+01
   9.5000000e-01   2.3014054e+01   1.2505950e+01  -1.2497225e+01  -2.3022849e+01
   1.0000000e+00   2.2590775e+01   1.2708774e+01  -1.2700486e+01  -2.2599129e+01
   1.0500000e+00   2.3178844e+01   1.3112038e+01  -1.3104145e+01  -2.3186799e+01
   1.1000000e+00   2.4409918e+01   1.3782964e+01  -1.3775430e+01  -2.4417511e+01
   1.1500000e+00   2.5573610e+01   1.4472342e+01  -1.4465136e+01  -2.5580872e+01
   1.2000000e+00   2.6240409e+01   1.4923216e+01  -1.4916309e+01  -2.6247368e+01
   1.2500000e+00   2.6040526e+01   1.4951844e+01  -1.4945214e+01  -2.6047206e+01
   1.3000000e+00   2.4891182e+01   1.4398741e+01  -1.4392366e+01  -2.4897605e+01
   1.3500000e+00   2.4025484e+01   1.3462281e+01  -1.3456142e+01  -2.4031670e+01
   1.4000000e+00   2.3228195e+01   1.3454864e+01  -1.3448945e+01  -2.3234161e+01
   1.4500000e+00   2.2356725e+01   1.2921445e+01  -1.2915729e+01  -2.2362485e+01
   1.5000000e+00   2.1144908e+01   1.2315326e+01  -1.2309800e+01  -2.1150476e+01
   1.5500000e+00   2.1283316e+01   1.2234728e+01  -1.2229381e+01  -2.1288704e+01
   1.6000000e+00   2.1589535e+01   1.2390940e+01  -1.2385760e+01  -2.1594755e+01
   1.6500000e+00   2.1327827e+01   1.2330178e+01  -1.2325155e+01  -2.1332888e+01
   1.7000000e+00   2.0576445e+01   1.1794782e+01  -1.1789907e+01  -2.0581358e+01
   1.7500000e+00   2.0002641e+01   1.1456607e+01  -1.1451871e+01  -2.0007415e+01
   1.8000000e+00   1.9469487e+01   1.1237109e+01  -1.1232505e+01  -1.9474128e+01
   1.8500000e+00   1.8916388e+01   1.0432016e+01  -1.0427536e+01  -1.8920904e+01
   1.9000000e+00   1.9382634e+01   1.0658253e+01  -1.0653891e+01  -1.9387031e+01
   1.9500000e+00   2.0129642e+01   1.1119656e+01  -1.1115406e+01  -2.0133926e+01
   2.0000000e+00   2.0750780e+01   1.1510524e+01  -1.1506380e+01  -2.0754956e+01
   2.0500000e+00   2.0833655e+01   1.1650749e+01  -1.1646707e+01  -2.0837729e+01
   2.1000000e+00   2.0307583e+01   1.1349611e+01  -1.1345665e+01  -2.0311560e+01
   2.1500000e+00   1.9849053e+01   1.1019005e+01  -1.1015150e+01  -1.9852939e+01
   2.2000000e+00   1.9362363e+01   1.0826284e+01  -1.0822517e+01  -1.9366161e+01
   2.2500000e+00   1.9092893e+01   1.0370416e+01  -1.0366733e+01  -1.9096606e+01
   2.3000000e+00   1.9267366e+01   1.0670453e+01  -1.0666849e+01  -1.9271000e+01
   2.3500000e+00   1.9697582e+01   1.0935492e+01  -1.0931965e+01  -1.9701138e+01
   2.4000000e+00   1.9932948e+01   1.1114288e+01  -1.1110835e+01  -1.9936429e+01
   2.4500000e+00   1.9631289e+01   1.1036905e+01  -1.1033522e+01  -1.9634700e+01
   2.5000000e+00   1.9215699e+01   1.0585020e+01  -1.0581705e+01  -1.9219041e+01
   2.5500000e+00   1.8797802e+01   1.0588417e+01  -1.0585167e+01  -1.8801079e+01
   2.6000000e+00   1.8749794e+01   1.0540842e+01  -1.0537654e+01  -1.8753009e+01
   2.6500000e+00   1.9000032e+01   1.0612831e+01  -1.0609704e+01  -1.9003186e+01
   2.7000000e+00   1.9370961e+01   1.0820031e+01  -1.0816962e+01  -1.9374056e+01
   2.7500000e+00   1.9397379e+01   1.0896248e+01  -1.0893234e+01  -1.9400418e+01
   2.8000000e+00   1.9018059e+01   1.0644431e+01  -1.0641471e+01  -1.9021043e+01
